measure,sex,ga_label,ga_weeks,z_level,value
hc,male,58,58.0,-3.0,38.32
hc,male,58,58.0,-2.0,39.43
hc,male,58,58.0,-1.0,40.53
hc,male,58,58.0,0.0,41.64
hc,male,58,58.0,1.0,42.75
hc,male,58,58.0,2.0,43.86
hc,male,58,58.0,3.0,44.96
hc,male,59,59.0,-3.0,38.53
hc,male,59,59.0,-2.0,39.65
hc,male,59,59.0,-1.0,40.77
hc,male,59,59.0,0.0,41.89
hc,male,59,59.0,1.0,43.01
hc,male,59,59.0,2.0,44.13
hc,male,59,59.0,3.0,45.25
hc,male,60,60.0,-3.0,38.73
hc,male,60,60.0,-2.0,39.86
hc,male,60,60.0,-1.0,41.0
hc,male,60,60.0,0.0,42.13
hc,male,60,60.0,1.0,43.27
hc,male,60,60.0,2.0,44.4
hc,male,60,60.0,3.0,45.54
hc,male,61,61.0,-3.0,38.92
hc,male,61,61.0,-2.0,40.07
hc,male,61,61.0,-1.0,41.22
hc,male,61,61.0,0.0,42.36
hc,male,61,61.0,1.0,43.51
hc,male,61,61.0,2.0,44.66
hc,male,61,61.0,3.0,45.81
hc,male,62,62.0,-3.0,39.1
hc,male,62,62.0,-2.0,40.26
hc,male,62,62.0,-1.0,41.43
hc,male,62,62.0,0.0,42.59
hc,male,62,62.0,1.0,43.75
hc,male,62,62.0,2.0,44.92
hc,male,62,62.0,3.0,46.08
hc,male,63,63.0,-3.0,39.28
hc,male,63,63.0,-2.0,40.45
hc,male,63,63.0,-1.0,41.63
hc,male,63,63.0,0.0,42.81
hc,male,63,63.0,1.0,43.99
hc,male,63,63.0,2.0,45.16
hc,male,63,63.0,3.0,46.34
hc,male,64,64.0,-3.0,39.44
hc,male,64,64.0,-2.0,40.64
hc,male,64,64.0,-1.0,41.83
hc,male,64,64.0,0.0,43.02
hc,male,64,64.0,1.0,44.21
hc,male,64,64.0,2.0,45.4
hc,male,64,64.0,3.0,46.59
